created_at,entry_id,field1,field2,field3,field4,latitude,longitude,elevation,status
2025-05-27T09:32:49+07:00,1,34.4,50.3,402,0.0,,,,
2025-05-27T09:37:50+07:00,2,34.1,49.7,402,0.0,,,,
2025-05-27T09:42:51+07:00,3,32.5,52.5,402,0.0,,,,
2025-05-27T09:47:52+07:00,4,33.4,50.1,402,0.0,,,,
2025-05-27T09:52:53+07:00,5,32.9,52.3,402,0.0,,,,
2025-05-27T09:57:54+07:00,6,33.8,51.0,402,0.0,,,,
2025-05-27T10:02:54+07:00,7,35.1,47.6,402,0.0,,,,
2025-05-27T10:07:55+07:00,8,34.5,48.5,402,1.5,,,,
2025-05-27T10:12:56+07:00,9,33.0,52.7,402,0.0,,,,
2025-05-27T10:17:57+07:00,10,34.0,48.1,402,1.5,,,,
2025-05-27T10:22:58+07:00,11,34.1,48.4,402,0.0,,,,
2025-05-27T10:27:59+07:00,12,34.1,48.2,402,0.0,,,,
2025-05-27T10:33:00+07:00,13,32.7,48.9,402,0.0,,,,
2025-05-27T10:38:01+07:00,14,33.1,49.2,402,0.0,,,,
2025-05-27T10:43:02+07:00,15,33.9,47.4,402,0.0,,,,
2025-05-27T10:48:03+07:00,16,33.7,48.3,402,0.0,,,,
2025-05-27T10:53:04+07:00,17,34.8,46.3,402,0.0,,,,
2025-05-27T10:58:05+07:00,18,34.8,45.4,401,0.0,,,,
2025-05-27T11:03:06+07:00,19,34.5,45.7,402,1.7,,,,
2025-05-27T11:08:07+07:00,20,33.4,47.7,401,0.0,,,,
2025-05-27T11:20:06+07:00,21,34.8,45.7,402,0.0,,,,
2025-05-27T11:35:27+07:00,22,34.2,46.5,401.46,0.0,,,,
2025-05-27T11:42:15+07:00,23,33.5,48.0,401.46,0.0,,,,
2025-05-27T11:47:16+07:00,24,32.8,47.9,401.46,1.5,,,,
2025-05-27T11:52:17+07:00,25,33.0,48.5,401.44,0.0,,,,
2025-05-27T11:57:18+07:00,26,33.1,47.0,401.42,0.0,,,,
2025-05-27T12:02:19+07:00,27,32.5,47.9,401.40,0.0,,,,
2025-05-27T12:07:20+07:00,28,32.7,47.4,401.41,1.5,,,,
2025-05-27T12:12:21+07:00,29,33.1,47.9,401.45,0.0,,,,
2025-05-27T12:17:22+07:00,30,34.0,46.3,401.45,0.0,,,,
2025-05-27T12:22:23+07:00,31,34.0,45.9,401.46,0.0,,,,
2025-05-27T12:27:24+07:00,32,33.6,46.2,401.39,0.0,,,,
2025-05-27T12:36:12+07:00,33,32.7,48.2,401.33,0.0,,,,
2025-05-27T12:41:13+07:00,34,33.5,46.1,401.32,0.0,,,,
2025-05-27T12:46:14+07:00,35,33.8,45.3,401.27,1.5,,,,
2025-05-27T12:51:15+07:00,36,33.6,47.0,401.32,0.0,,,,
2025-05-27T12:56:16+07:00,37,34.1,45.8,401.30,0.0,,,,
2025-05-27T13:01:17+07:00,38,33.9,46.0,401.28,0.0,,,,
2025-05-27T13:06:18+07:00,39,34.9,44.5,401.35,0.0,,,,
2025-05-27T13:11:19+07:00,40,35.4,43.7,401.31,0.0,,,,
2025-05-27T13:16:20+07:00,41,35.6,42.7,401.32,0.0,,,,
2025-05-27T13:21:22+07:00,42,34.6,43.4,401.27,0.0,,,,
2025-05-27T13:26:22+07:00,43,34.5,43.9,401.25,0.0,,,,
2025-05-27T13:31:23+07:00,44,34.9,43.4,401.29,0.0,,,,
2025-05-27T13:36:24+07:00,45,36.0,40.3,401.25,0.0,,,,
2025-05-27T13:41:25+07:00,46,36.9,39.2,401.29,1.5,,,,
2025-05-27T13:46:26+07:00,47,38.6,35.0,401.24,0.0,,,,
2025-05-27T13:51:27+07:00,48,37.9,35.8,401.24,1.5,,,,
2025-05-27T13:56:28+07:00,49,37.9,36.7,401.25,0.0,,,,
2025-05-27T14:01:29+07:00,50,38.4,37.2,401.31,0.0,,,,
2025-05-27T14:06:30+07:00,51,38.1,36.8,401.29,0.0,,,,
2025-05-27T14:11:31+07:00,52,39.0,35.1,401.32,0.0,,,,
2025-05-27T14:16:32+07:00,53,38.7,34.8,401.28,1.7,,,,
2025-05-27T14:21:33+07:00,54,37.9,37.1,401.30,0.0,,,,
2025-05-27T14:26:34+07:00,55,37.5,36.6,401.22,0.0,,,,
2025-05-27T14:42:12+07:00,56,34.7,43.2,401.24,0.0,,,,
2025-05-27T14:47:13+07:00,57,34.5,44.2,401.27,0.0,,,,
2025-05-27T14:52:13+07:00,58,33.8,45.7,401.27,0.0,,,,
2025-05-27T14:57:14+07:00,59,34.4,45.0,401.29,0.0,,,,
2025-05-27T15:02:15+07:00,60,34.6,44.3,401.29,0.0,,,,
2025-05-27T15:07:16+07:00,61,34.4,45.1,401.29,0.0,,,,
2025-05-27T15:12:17+07:00,62,34.0,45.4,401.28,0.0,,,,
2025-05-27T15:17:18+07:00,63,34.3,45.1,401.30,0.0,,,,
2025-05-27T15:22:19+07:00,64,35.2,45.0,401.31,0.0,,,,
2025-05-27T15:27:20+07:00,65,34.9,44.3,401.35,0.0,,,,
2025-05-27T15:32:21+07:00,66,34.7,45.1,401.36,0.0,,,,
2025-05-27T15:37:22+07:00,67,34.0,46.9,401.35,0.0,,,,
2025-05-27T15:42:23+07:00,68,33.7,47.9,401.35,0.0,,,,
2025-05-27T15:47:24+07:00,69,34.0,47.0,401.37,0.0,,,,
2025-05-27T15:52:25+07:00,70,34.3,47.1,401.36,0.0,,,,
2025-05-27T15:57:26+07:00,71,34.2,47.2,401.37,0.0,,,,
2025-05-27T16:02:27+07:00,72,33.6,48.8,401.38,0.0,,,,
2025-05-27T16:07:28+07:00,73,33.6,49.4,401.37,0.0,,,,
2025-05-27T16:12:29+07:00,74,32.7,52.1,401.42,0.0,,,,
2025-05-27T16:17:30+07:00,75,32.7,52.6,401.42,0.0,,,,
2025-05-27T16:22:31+07:00,76,32.4,53.6,401.44,0.0,,,,
2025-05-27T16:27:32+07:00,77,32.1,54.4,401.42,0.0,,,,
2025-05-27T16:32:33+07:00,78,32.2,54.4,401.44,0.0,,,,
2025-05-27T16:37:33+07:00,79,32.0,54.8,401.40,0.0,,,,
2025-05-27T16:42:34+07:00,80,31.8,56.2,401.47,0.0,,,,
2025-05-27T16:47:35+07:00,81,31.8,57.0,401.48,0.0,,,,
2025-05-27T16:52:36+07:00,82,31.4,57.3,401.47,0.0,,,,
2025-05-27T16:57:37+07:00,83,30.8,58.8,401.50,0.0,,,,
2025-05-27T17:02:38+07:00,84,30.6,59.7,401.48,0.0,,,,
2025-05-27T17:07:41+07:00,85,30.6,60.2,401.50,0.0,,,,
2025-05-27T17:12:40+07:00,86,30.4,61.4,401.53,0.0,,,,
2025-05-27T17:17:41+07:00,87,30.0,62.9,401.56,0.0,,,,
2025-05-27T17:22:42+07:00,88,30.0,63.9,401.56,0.0,,,,
2025-05-27T17:27:43+07:00,89,29.8,64.1,401.53,0.0,,,,
2025-05-27T17:32:44+07:00,90,29.8,63.9,401.48,0.0,,,,
2025-05-27T17:37:45+07:00,91,29.5,64.2,401.58,0.0,,,,
2025-05-27T17:42:46+07:00,92,29.5,65.0,401.58,0.0,,,,
2025-05-27T17:47:47+07:00,93,29.5,65.5,401.63,0.0,,,,
2025-05-27T17:52:48+07:00,94,29.4,66.1,401.64,0.0,,,,
2025-05-27T17:57:49+07:00,95,29.3,67.0,401.69,0.0,,,,
2025-05-27T18:02:50+07:00,96,29.1,68.0,401.65,0.0,,,,
2025-05-27T18:07:51+07:00,97,29.1,67.8,401.61,0.0,,,,
2025-05-27T18:12:52+07:00,98,29.0,68.2,401.63,0.0,,,,
2025-05-27T18:17:53+07:00,99,29.0,68.9,401.73,0.0,,,,
2025-05-27T18:22:54+07:00,100,28.9,69.8,401.72,0.0,,,,
2025-05-27T18:27:55+07:00,101,28.6,71.0,401.70,0.0,,,,
2025-05-27T18:32:56+07:00,102,28.6,71.2,401.69,0.0,,,,
2025-05-27T18:37:57+07:00,103,28.7,70.5,401.64,0.0,,,,
2025-05-27T18:42:58+07:00,104,28.6,71.3,401.64,0.0,,,,
2025-05-27T18:47:59+07:00,105,28.6,71.2,401.66,0.0,,,,
2025-05-27T18:53:00+07:00,106,28.4,72.1,401.66,0.0,,,,
2025-05-27T18:58:01+07:00,107,28.4,72.5,401.66,0.0,,,,
2025-05-27T19:03:02+07:00,108,28.4,72.5,401.71,0.0,,,,
2025-05-27T19:08:03+07:00,109,28.3,72.2,401.63,0.0,,,,
2025-05-27T19:13:04+07:00,110,28.3,72.7,401.75,0.0,,,,
2025-05-27T19:18:05+07:00,111,28.3,72.6,401.69,0.0,,,,
2025-05-27T19:23:07+07:00,112,28.2,72.2,401.63,0.0,,,,
2025-05-27T19:28:07+07:00,113,28.2,72.8,401.71,0.0,,,,
2025-05-27T19:33:08+07:00,114,28.2,73.0,401.70,0.0,,,,
2025-05-27T19:38:09+07:00,115,28.1,73.1,401.70,0.0,,,,
2025-05-27T19:43:10+07:00,116,28.1,73.2,401.65,0.0,,,,
2025-05-27T19:48:11+07:00,117,28.0,73.4,401.74,0.0,,,,
2025-05-27T19:53:12+07:00,118,27.9,73.8,401.71,0.0,,,,
2025-05-27T19:58:13+07:00,119,27.9,74.0,401.71,0.0,,,,
2025-05-27T20:03:14+07:00,120,27.9,74.0,401.74,0.0,,,,
2025-05-27T20:08:14+07:00,121,27.9,74.5,401.74,0.0,,,,
2025-05-27T20:13:15+07:00,122,27.9,74.6,401.73,0.0,,,,
2025-05-27T20:18:16+07:00,123,27.7,74.6,401.75,0.0,,,,
2025-05-27T20:23:17+07:00,124,27.6,74.8,401.73,0.0,,,,
2025-05-27T20:28:18+07:00,125,27.5,74.9,401.77,0.0,,,,
2025-05-27T20:33:19+07:00,126,27.5,75.2,401.81,0.0,,,,
2025-05-27T20:38:20+07:00,127,27.5,75.1,401.77,0.0,,,,
2025-05-27T20:43:21+07:00,128,27.5,75.0,401.80,0.0,,,,
2025-05-27T20:48:24+07:00,129,27.5,74.6,401.78,0.0,,,,
2025-05-27T20:53:23+07:00,130,27.5,74.7,401.74,0.0,,,,
2025-05-27T20:58:24+07:00,131,27.5,74.8,401.74,0.0,,,,
2025-05-27T21:03:25+07:00,132,27.5,74.6,401.72,0.0,,,,
2025-05-27T21:08:26+07:00,133,27.5,74.6,401.73,0.0,,,,
2025-05-27T21:13:27+07:00,134,27.4,74.8,401.72,0.0,,,,
2025-05-27T21:18:28+07:00,135,27.4,75.2,401.71,0.0,,,,
2025-05-27T21:23:29+07:00,136,27.3,75.2,401.74,0.0,,,,
2025-05-27T21:28:30+07:00,137,27.3,75.6,401.75,0.0,,,,
2025-05-27T21:33:31+07:00,138,27.1,75.9,401.73,0.0,,,,
2025-05-27T21:38:32+07:00,139,27.1,76.2,401.79,0.0,,,,
2025-05-27T21:43:33+07:00,140,27.0,76.8,401.81,0.0,,,,
2025-05-27T21:48:34+07:00,141,26.9,76.9,401.75,0.0,,,,
2025-05-27T21:53:35+07:00,142,27.0,77.0,401.82,0.0,,,,
2025-05-27T21:58:36+07:00,143,26.9,77.1,401.79,0.0,,,,
2025-05-27T22:03:37+07:00,144,26.8,77.6,401.80,0.0,,,,
2025-05-27T22:08:38+07:00,145,26.7,78.2,401.83,0.0,,,,
2025-05-27T22:13:39+07:00,146,26.6,78.6,401.82,0.0,,,,
2025-05-27T22:18:40+07:00,147,26.7,78.3,401.87,0.0,,,,
2025-05-27T22:23:41+07:00,148,26.7,78.5,401.85,0.0,,,,
2025-05-27T22:28:42+07:00,149,26.5,79.4,401.90,0.0,,,,
2025-05-27T22:33:43+07:00,150,26.4,80.0,401.93,0.0,,,,
2025-05-27T22:38:44+07:00,151,26.2,81.8,401.99,0.0,,,,
2025-05-27T22:43:45+07:00,152,26.1,82.3,402.04,0.0,,,,
2025-05-27T22:48:46+07:00,153,26.1,82.5,402.04,0.0,,,,
2025-05-27T22:53:47+07:00,154,25.9,83.6,402.11,0.0,,,,
2025-05-27T22:58:48+07:00,155,25.9,83.8,402.10,0.0,,,,
2025-05-27T23:03:49+07:00,156,25.9,83.4,402.06,0.0,,,,
2025-05-27T23:08:50+07:00,157,25.8,83.2,401.96,0.0,,,,
2025-05-27T23:13:51+07:00,158,25.7,83.6,402.01,0.0,,,,
2025-05-27T23:18:52+07:00,159,25.7,83.6,401.97,0.0,,,,
2025-05-27T23:23:52+07:00,160,25.8,83.9,402.00,0.0,,,,
2025-05-27T23:28:53+07:00,161,25.8,83.3,402.03,0.0,,,,
2025-05-27T23:33:54+07:00,162,25.8,83.6,401.97,0.0,,,,
2025-05-27T23:38:55+07:00,163,25.8,83.5,401.95,0.0,,,,
2025-05-27T23:43:56+07:00,164,25.9,83.6,402.02,0.0,,,,
2025-05-27T23:48:57+07:00,165,25.9,83.6,401.94,0.0,,,,
2025-05-27T23:53:58+07:00,166,25.9,83.7,401.96,0.0,,,,
2025-05-27T23:58:59+07:00,167,25.9,83.8,401.98,0.0,,,,
2025-05-28T00:04:02+07:00,168,25.6,85.0,401.99,0.0,,,,
2025-05-28T00:09:01+07:00,169,25.6,84.7,401.97,0.0,,,,
2025-05-28T00:14:02+07:00,170,25.6,85.1,401.99,0.0,,,,
2025-05-28T00:19:03+07:00,171,25.6,85.2,402.02,0.0,,,,
2025-05-28T00:24:04+07:00,172,25.5,85.6,402.02,0.0,,,,
2025-05-28T00:29:05+07:00,173,25.6,85.1,402.01,0.0,,,,
2025-05-28T00:34:06+07:00,174,25.6,85.2,402.02,0.0,,,,
2025-05-28T00:39:07+07:00,175,25.6,85.0,402.03,0.0,,,,
2025-05-28T00:44:08+07:00,176,25.7,84.7,402.05,0.0,,,,
2025-05-28T00:49:09+07:00,177,25.7,84.8,402.07,0.0,,,,
2025-05-28T00:54:10+07:00,178,25.7,84.9,402.06,0.0,,,,
2025-05-28T00:59:11+07:00,179,25.6,85.5,402.10,0.0,,,,
2025-05-28T01:04:12+07:00,180,25.6,85.6,402.05,0.0,,,,
2025-05-28T01:09:13+07:00,181,25.5,86.1,402.05,0.0,,,,
2025-05-28T01:14:14+07:00,182,25.5,86.6,402.08,0.0,,,,
2025-05-28T01:19:14+07:00,183,25.4,86.2,402.08,0.0,,,,
2025-05-28T01:24:16+07:00,184,25.4,86.1,402.01,0.0,,,,
2025-05-28T01:29:16+07:00,185,25.2,86.0,401.96,0.0,,,,
2025-05-28T01:34:17+07:00,186,25.2,85.8,401.90,0.0,,,,
2025-05-28T01:39:18+07:00,187,25.2,85.1,401.89,0.0,,,,
2025-05-28T01:44:19+07:00,188,25.2,84.2,401.83,0.0,,,,
2025-05-28T01:49:20+07:00,189,25.1,83.8,401.80,0.0,,,,
2025-05-28T01:54:21+07:00,190,25.0,84.5,401.81,0.0,,,,
2025-05-28T01:59:22+07:00,191,24.8,85.3,401.81,0.0,,,,
2025-05-28T02:04:23+07:00,192,24.7,86.0,401.84,0.0,,,,
2025-05-28T02:09:24+07:00,193,24.6,86.4,401.81,0.0,,,,
2025-05-28T02:14:25+07:00,194,24.6,86.4,401.85,0.0,,,,
2025-05-28T02:19:26+07:00,195,24.6,86.3,401.85,0.0,,,,
2025-05-28T02:24:27+07:00,196,24.4,87.0,401.86,0.0,,,,
2025-05-28T02:30:57+07:00,197,24.4,86.8,401.83,0.0,,,,
2025-05-28T02:35:57+07:00,198,24.4,86.9,401.84,0.0,,,,
2025-05-28T02:40:58+07:00,199,24.4,86.7,401.81,0.0,,,,
2025-05-28T02:45:59+07:00,200,24.5,86.6,401.82,0.0,,,,
2025-05-28T02:51:00+07:00,201,24.4,86.7,401.85,0.0,,,,
2025-05-28T02:56:01+07:00,202,24.3,87.4,401.86,0.0,,,,
2025-05-28T03:01:02+07:00,203,24.3,88.1,401.88,0.0,,,,
2025-05-28T03:11:14+07:00,204,24.2,88.0,401.93,0.0,,,,
2025-05-28T03:16:14+07:00,205,24.1,88.0,401.88,0.0,,,,
2025-05-28T03:21:16+07:00,206,24.2,87.3,401.86,0.0,,,,
2025-05-28T03:26:16+07:00,207,24.2,87.0,401.84,0.0,,,,
2025-05-28T03:31:17+07:00,208,24.2,86.1,401.79,0.0,,,,
2025-05-28T03:36:18+07:00,209,23.9,87.8,401.85,0.0,,,,
2025-05-28T03:41:19+07:00,210,23.9,88.2,401.85,0.0,,,,
2025-05-28T03:46:20+07:00,211,24.0,88.0,401.83,0.0,,,,
2025-05-28T03:51:21+07:00,212,24.0,87.9,401.88,0.0,,,,
2025-05-28T03:56:22+07:00,213,23.9,88.5,401.94,0.0,,,,
2025-05-28T04:01:23+07:00,214,23.9,89.4,401.99,0.0,,,,
2025-05-28T04:06:24+07:00,215,24.0,89.1,401.97,0.0,,,,
2025-05-28T04:11:25+07:00,216,24.0,89.6,402.01,0.0,,,,
2025-05-28T04:16:26+07:00,217,24.0,89.5,402.06,0.0,,,,
2025-05-28T04:21:27+07:00,218,23.9,89.9,402.08,0.0,,,,
2025-05-28T04:26:28+07:00,219,23.9,89.8,402.07,0.0,,,,
2025-05-28T04:31:29+07:00,220,23.9,90.1,402.04,0.0,,,,
2025-05-28T04:36:30+07:00,221,23.9,90.0,402.03,0.0,,,,
2025-05-28T04:41:33+07:00,222,23.9,90.1,402.02,0.0,,,,
2025-05-28T04:46:32+07:00,223,24.0,89.0,402.02,0.0,,,,
2025-05-28T04:51:33+07:00,224,24.0,88.7,402.02,0.0,,,,
2025-05-28T04:56:34+07:00,225,24.0,88.3,402.10,0.0,,,,
2025-05-28T05:01:35+07:00,226,24.0,87.7,402.08,0.0,,,,
2025-05-28T05:06:36+07:00,227,24.0,86.0,401.96,0.0,,,,
2025-05-28T05:11:37+07:00,228,24.0,85.8,401.98,0.0,,,,
2025-05-28T05:16:38+07:00,229,24.0,86.1,401.99,0.0,,,,
2025-05-28T05:21:39+07:00,230,24.0,85.7,401.96,0.0,,,,
2025-05-28T05:26:41+07:00,231,23.9,86.0,401.97,0.0,,,,
2025-05-28T05:31:42+07:00,232,23.9,86.3,401.96,0.0,,,,
2025-05-28T05:36:43+07:00,233,23.8,86.5,401.91,0.0,,,,
2025-05-28T05:41:44+07:00,234,23.7,86.9,401.98,0.0,,,,
2025-05-28T05:46:45+07:00,235,23.6,86.9,401.95,0.0,,,,
2025-05-28T05:51:46+07:00,236,23.5,86.7,401.94,0.0,,,,
2025-05-28T05:56:47+07:00,237,23.4,86.5,401.96,0.0,,,,
2025-05-28T06:01:48+07:00,238,23.3,87.1,402.06,0.0,,,,
2025-05-28T06:06:48+07:00,239,23.3,87.7,401.98,0.0,,,,
2025-05-28T06:11:49+07:00,240,23.4,87.4,401.94,0.0,,,,
2025-05-28T06:16:50+07:00,241,23.7,86.1,401.97,0.0,,,,
2025-05-28T06:21:51+07:00,242,23.8,85.3,402.13,0.0,,,,
2025-05-28T06:26:52+07:00,243,23.9,84.7,402.27,0.0,,,,
2025-05-28T06:31:53+07:00,244,24.0,84.2,402.37,0.0,,,,
2025-05-28T06:36:54+07:00,245,24.3,83.4,402.38,0.0,,,,
2025-05-28T06:41:55+07:00,246,25.1,80.4,402.49,0.0,,,,
2025-05-28T06:46:58+07:00,247,25.7,77.4,402.57,0.0,,,,
2025-05-28T06:51:57+07:00,248,26.3,74.4,402.66,0.0,,,,
2025-05-28T06:56:58+07:00,249,27.5,70.0,402.55,0.0,,,,
2025-05-28T07:02:01+07:00,250,28.2,67.6,402.46,0.0,,,,
2025-05-28T07:07:00+07:00,251,29.0,65.0,402.51,0.0,,,,
2025-05-28T07:12:01+07:00,252,29.0,63.8,402.53,0.0,,,,
2025-05-28T07:17:02+07:00,253,29.1,63.7,402.59,0.0,,,,
2025-05-28T07:22:03+07:00,254,29.3,64.0,402.49,0.0,,,,
2025-05-28T07:27:04+07:00,255,28.5,65.9,402.60,0.0,,,,
2025-05-28T07:32:05+07:00,256,31.1,59.7,402.45,0.0,,,,
2025-05-28T07:37:06+07:00,257,32.2,57.0,402.49,0.0,,,,
2025-05-28T07:42:07+07:00,258,32.2,56.2,402.63,0.0,,,,
2025-05-28T07:47:08+07:00,259,32.2,56.4,402.36,0.0,,,,
2025-05-28T07:52:09+07:00,260,33.4,54.2,402.31,0.0,,,,
2025-05-28T07:57:10+07:00,261,35.7,49.9,402.42,0.0,,,,
2025-05-28T08:02:13+07:00,262,37.6,45.5,402.30,0.0,,,,
2025-05-28T08:07:12+07:00,263,38.5,43.2,402.44,0.0,,,,
2025-05-28T08:12:15+07:00,264,38.1,44.5,402.51,0.0,,,,
2025-05-28T08:17:14+07:00,265,38.0,45.5,402.38,0.0,,,,
2025-05-28T08:22:16+07:00,266,39.0,44.0,402.39,0.0,,,,
2025-05-28T08:27:17+07:00,267,39.5,42.5,402.33,0.0,,,,
2025-05-28T08:32:19+07:00,268,40.3,40.0,402.35,0.0,,,,
2025-05-28T08:37:19+07:00,269,40.2,41.0,402.39,0.0,,,,
2025-05-28T08:42:20+07:00,270,40.3,40.5,402.30,0.0,,,,
2025-05-28T08:47:21+07:00,271,39.6,42.0,402.30,0.0,,,,
2025-05-28T08:52:24+07:00,272,38.5,44.1,402.40,0.0,,,,
2025-05-28T08:57:23+07:00,273,39.1,43.5,402.46,0.0,,,,
2025-05-28T09:02:24+07:00,274,39.3,42.3,402.34,0.0,,,,
2025-05-28T09:07:27+07:00,275,40.2,41.1,402.34,0.0,,,,
2025-05-28T09:12:27+07:00,276,41.7,38.7,402.51,0.0,,,,
2025-05-28T09:17:28+07:00,277,41.3,39.1,402.15,0.0,,,,
2025-05-28T09:22:29+07:00,278,42.3,36.5,402.25,0.0,,,,
2025-05-28T09:27:30+07:00,279,41.2,37.8,402.14,0.0,,,,
2025-05-28T09:32:31+07:00,280,43.0,35.4,402.34,0.0,,,,
2025-05-28T09:37:46+07:00,281,42.8,35.0,402.20,0.0,,,,
2025-05-28T09:42:33+07:00,282,42.1,35.6,402.22,0.0,,,,
2025-05-28T09:47:34+07:00,283,41.4,35.9,402.09,0.0,,,,
2025-05-28T09:52:35+07:00,284,41.5,35.2,402.03,0.0,,,,
2025-05-28T09:57:36+07:00,285,36.9,44.1,402.24,0.0,,,,
2025-05-28T10:02:37+07:00,286,35.5,48.2,402.12,0.0,,,,
2025-05-28T10:07:38+07:00,287,35.1,48.1,402.04,0.0,,,,
2025-05-28T10:12:39+07:00,288,34.7,50.1,402.06,0.0,,,,
2025-05-28T10:17:40+07:00,289,35.3,48.9,402.07,0.0,,,,
2025-05-28T10:22:41+07:00,290,35.9,46.7,401.98,0.0,,,,
2025-05-28T10:27:42+07:00,291,36.0,46.6,402.01,0.0,,,,
2025-05-28T10:32:43+07:00,292,35.7,47.4,402.06,0.0,,,,
2025-05-28T10:37:44+07:00,293,35.4,47.5,402.03,0.0,,,,
2025-05-28T10:42:45+07:00,294,34.1,51.6,402.02,0.0,,,,
2025-05-28T10:47:46+07:00,295,33.9,51.7,402.00,0.0,,,,
2025-05-28T10:52:47+07:00,296,34.1,50.5,401.99,0.0,,,,
2025-05-28T10:57:48+07:00,297,35.1,49.1,402.06,0.0,,,,
2025-05-28T11:02:49+07:00,298,36.1,46.6,402.03,0.0,,,,
2025-05-28T11:07:50+07:00,299,36.2,47.2,402.08,0.0,,,,
2025-05-28T11:12:51+07:00,300,35.0,49.3,402.03,0.0,,,,
2025-05-28T11:17:52+07:00,301,34.6,48.7,401.93,0.0,,,,
2025-05-28T11:22:53+07:00,302,34.6,48.7,401.88,0.0,,,,
2025-05-28T11:27:54+07:00,303,33.8,50.4,401.95,0.0,,,,
2025-05-28T11:32:55+07:00,304,33.6,51.7,401.94,0.0,,,,
2025-05-28T11:37:56+07:00,305,34.3,50.9,402.00,0.0,,,,
2025-05-28T11:42:57+07:00,306,34.9,48.0,401.92,0.0,,,,
2025-05-28T11:47:58+07:00,307,33.9,50.4,401.88,0.0,,,,
2025-05-28T11:52:58+07:00,308,33.7,50.3,401.86,0.0,,,,
2025-05-28T11:57:59+07:00,309,34.1,50.1,401.93,0.0,,,,
2025-05-28T12:03:00+07:00,310,36.0,46.7,401.96,0.0,,,,
2025-05-28T12:08:01+07:00,311,36.5,45.5,401.94,0.0,,,,
2025-05-28T12:13:02+07:00,312,36.5,45.3,401.93,0.0,,,,
2025-05-28T12:18:03+07:00,313,35.6,47.2,401.91,0.0,,,,
2025-05-28T12:23:04+07:00,314,34.4,49.4,401.94,0.0,,,,
2025-05-28T12:28:05+07:00,315,34.3,49.5,401.94,0.0,,,,
2025-05-28T12:33:06+07:00,316,35.9,45.4,401.93,0.0,,,,
2025-05-28T12:38:07+07:00,317,35.1,47.1,401.87,0.0,,,,
2025-05-28T12:43:08+07:00,318,35.3,47.1,401.98,0.0,,,,
2025-05-28T12:48:09+07:00,319,34.8,48.0,401.98,0.0,,,,
2025-05-28T12:53:10+07:00,320,34.6,48.0,401.89,0.0,,,,
2025-05-28T12:58:11+07:00,321,35.4,46.4,401.92,0.0,,,,
2025-05-28T13:03:11+07:00,322,36.0,44.4,401.87,0.0,,,,
2025-05-28T13:08:12+07:00,323,35.2,46.8,401.87,0.0,,,,
2025-05-28T13:13:13+07:00,324,36.6,44.1,401.87,0.0,,,,
2025-05-28T13:18:14+07:00,325,37.3,42.4,401.84,0.0,,,,
2025-05-28T13:23:15+07:00,326,36.9,39.9,401.62,0.0,,,,
2025-05-28T13:28:16+07:00,327,34.3,45.6,401.76,0.0,,,,
2025-05-28T13:33:17+07:00,328,33.6,46.9,401.74,1.5,,,,
2025-05-28T13:38:18+07:00,329,34.5,45.7,401.74,1.7,,,,
2025-05-28T13:43:19+07:00,330,34.4,45.4,401.69,1.5,,,,
2025-05-28T13:48:20+07:00,331,34.4,45.2,401.66,0.0,,,,
2025-05-28T13:53:21+07:00,332,33.6,46.4,401.59,0.0,,,,
2025-05-28T13:58:22+07:00,333,34.7,44.6,401.61,0.0,,,,
2025-05-28T14:03:24+07:00,334,33.2,45.5,401.57,0.0,,,,
2025-05-28T14:08:24+07:00,335,33.2,47.3,401.67,0.0,,,,
2025-05-28T14:13:25+07:00,336,33.1,47.7,401.71,0.0,,,,
2025-05-28T14:18:26+07:00,337,33.3,48.0,401.71,0.0,,,,
2025-05-28T14:23:27+07:00,338,32.9,48.7,401.69,1.5,,,,
2025-05-28T14:28:28+07:00,339,33.0,48.7,401.70,1.7,,,,
2025-05-28T14:33:29+07:00,340,33.4,47.6,401.70,0.0,,,,
2025-05-28T14:38:30+07:00,341,33.4,46.6,401.68,1.5,,,,
2025-05-28T14:43:32+07:00,342,33.5,47.2,401.70,1.5,,,,
2025-05-28T14:48:33+07:00,343,33.8,45.4,401.62,0.0,,,,
2025-05-28T14:53:36+07:00,344,34.7,44.7,401.62,0.0,,,,
2025-05-28T14:58:35+07:00,345,33.2,48.7,401.68,0.0,,,,
2025-05-28T15:03:36+07:00,346,34.1,45.7,401.62,0.0,,,,
2025-05-28T15:08:37+07:00,347,34.2,46.7,401.71,0.0,,,,
2025-05-28T15:13:38+07:00,348,34.2,48.4,401.72,0.0,,,,
2025-05-28T15:18:38+07:00,349,32.5,52.1,401.83,0.0,,,,
2025-05-28T15:23:39+07:00,350,33.1,51.2,401.72,0.0,,,,
2025-05-28T15:28:40+07:00,351,31.9,53.3,401.88,2.0,,,,
2025-05-28T15:33:41+07:00,352,32.0,52.8,401.77,0.0,,,,
2025-05-28T15:38:42+07:00,353,31.7,53.0,401.78,1.7,,,,
2025-05-28T15:43:43+07:00,354,32.2,51.6,401.72,1.5,,,,
2025-05-28T15:53:45+07:00,355,32.1,52.6,401.75,0.0,,,,
2025-05-28T15:58:46+07:00,356,32.1,52.9,401.76,0.0,,,,
2025-05-28T16:03:47+07:00,357,32.5,51.8,401.79,0.0,,,,
2025-05-28T16:08:48+07:00,358,32.7,52.1,401.78,0.0,,,,
2025-05-28T16:13:49+07:00,359,31.8,54.2,401.81,0.0,,,,
